lambda suscetibilidade
0.000000000000000000e+00 1.856282292483652396e+00
2.204408817635270456e-04 1.912522955461487317e+00
4.408817635270540912e-04 1.959295862705846325e+00
6.613226452905811639e-04 1.966007229150684044e+00
8.817635270541081824e-04 2.009980016078146026e+00
1.102204408817635201e-03 2.060491808175787032e+00
1.322645290581162328e-03 2.070572450805008735e+00
1.543086172344689238e-03 2.111065990774157797e+00
1.763527054108216365e-03 2.065830942913256862e+00
1.983967935871743492e-03 2.176036511776207050e+00
2.204408817635270402e-03 2.197604512871623506e+00
2.424849699398797312e-03 2.269127513012050290e+00
2.645290581162324656e-03 2.242700771758991074e+00
2.865731462925851566e-03 2.182306075134070600e+00
3.086172344689378476e-03 2.265112864227599498e+00
3.306613226452905820e-03 2.252139983222688713e+00
3.527054108216432730e-03 2.277480562433019884e+00
3.747494989979959640e-03 2.302709679698675682e+00
3.967935871743486984e-03 2.267320445152356978e+00
4.188376753507013460e-03 2.338556795442164660e+00
4.408817635270540804e-03 2.328164200837626652e+00
4.629258517034068147e-03 2.274681660538394379e+00
4.849699398797594624e-03 2.323240711125844626e+00
5.070140280561121968e-03 2.427110939583842608e+00
5.290581162324649311e-03 2.448564170816676544e+00
5.511022044088175788e-03 2.326689588007585741e+00
5.731462925851703132e-03 2.475814503806711642e+00
5.951903807615230475e-03 2.397142841970226090e+00
6.172344689378756952e-03 2.301495228052850006e+00
6.392785571142284295e-03 2.323825506286440579e+00
6.613226452905811639e-03 2.500328347679966257e+00
6.833667334669338116e-03 2.561616871113599814e+00
7.054108216432865459e-03 2.377668344071449447e+00
7.274549098196392803e-03 2.351694436744792505e+00
7.494989979959919280e-03 2.280172263070048722e+00
7.715430861723446623e-03 2.343731481936720762e+00
7.935871743486973967e-03 2.375424090937571897e+00
8.156312625250501311e-03 2.370594974666458299e+00
8.376753507014026920e-03 2.307735007591093179e+00
8.597194388777554264e-03 2.354638494274989391e+00
8.817635270541081607e-03 2.386950922721833734e+00
9.038076152304608951e-03 2.612801368477704944e+00
9.258517034068136295e-03 2.585663348962888186e+00
9.478957915831663639e-03 2.525750615244170660e+00
9.699398797595189248e-03 2.571765627480905536e+00
9.919839679358716591e-03 2.586751471579785910e+00
1.014028056112224394e-02 2.528275463364846765e+00
1.036072144288577128e-02 2.656671253004078359e+00
1.058116232464929862e-02 2.575122567501045623e+00
1.080160320641282597e-02 2.502055335725331453e+00
1.102204408817635158e-02 2.453050802239160610e+00
1.124248496993987892e-02 2.405550966594125484e+00
1.146292585170340626e-02 2.379665790741449349e+00
1.168336673346693361e-02 2.541381331937921040e+00
1.190380761523046095e-02 2.013900582096206815e+00
1.212424849699398829e-02 2.182679855569061189e+00
1.234468937875751390e-02 2.309406592523158164e+00
1.256513026052104125e-02 2.467274517554745472e+00
1.278557114228456859e-02 2.161629045982546238e+00
1.300601202404809593e-02 2.488805750030022246e+00
1.322645290581162328e-02 2.424417067962868710e+00
1.344689378757515062e-02 1.985896814404431998e+00
1.366733466933867623e-02 2.195155223947826251e+00
1.388777555110220358e-02 2.088596395988373100e+00
1.410821643286573092e-02 1.897212983934266406e+00
1.432865731462925826e-02 1.833016983016982904e+00
1.454909819639278561e-02 1.786882988231293989e+00
1.476953907815631122e-02 1.758143758767337195e+00
1.498997995991983856e-02 1.884206267140223989e+00
1.521042084168336590e-02 1.655046640588397233e+00
1.543086172344689325e-02 1.736196453316864341e+00
1.565130260521041886e-02 1.382236605537576324e+00
1.587174348697394793e-02 1.501834248091370227e+00
1.609218436873747354e-02 1.724863766657926289e+00
1.631262525050100262e-02 1.378811693380396886e+00
1.653306613226452823e-02 1.510932506391818420e+00
1.675350701402805384e-02 1.466117454987988067e+00
1.697394789579158292e-02 1.509359433000596384e+00
1.719438877755510853e-02 1.307148178247325099e+00
