lambda suscetibilidade
1.400000000000000133e-01 1.971961779976203033e+00
1.402805611222444904e-01 2.437857209561685057e+00
1.405611222444889952e-01 2.151483759084585223e+00
1.408416833667334722e-01 2.310059764356876766e+00
1.411222444889779770e-01 2.595582194668129450e+00
1.414028056112224541e-01 2.265428704485402012e+00
1.416833667334669589e-01 2.238210775503423733e+00
1.419639278557114359e-01 2.495906205976913927e+00
1.422444889779559130e-01 2.219141291775412750e+00
1.425250501002004178e-01 2.317867254724873316e+00
1.428056112224448948e-01 1.991191053283130508e+00
1.430861723446893996e-01 2.777021622075341423e+00
1.433667334669338767e-01 2.363054461072998436e+00
1.436472945891783815e-01 2.170464740653603730e+00
1.439278557114228585e-01 2.001926410783712029e+00
1.442084168336673355e-01 2.479138469472927486e+00
1.444889779559118403e-01 2.928686660309353318e+00
1.447695390781563174e-01 2.177420673854031374e+00
1.450501002004008222e-01 2.801678267697864655e+00
1.453306613226452992e-01 2.471015130299420104e+00
1.456112224448898040e-01 2.512026966339657719e+00
1.458917835671342811e-01 2.801335285698615785e+00
1.461723446893787859e-01 2.540979444572714296e+00
1.464529058116232629e-01 2.978990264471501170e+00
1.467334669338677400e-01 2.013143226075519099e+00
1.470140280561122448e-01 3.077234425653585959e+00
1.472945891783567218e-01 2.980946306761631082e+00
1.475751503006012266e-01 3.197996797617269849e+00
1.478557114228457037e-01 1.998841552010789391e+00
1.481362725450902085e-01 3.053643011363577298e+00
1.484168336673346855e-01 2.905350581196499249e+00
1.486973947895791626e-01 3.354207198456117478e+00
1.489779559118236674e-01 3.328066564311674913e+00
1.492585170340681444e-01 2.809346955804849166e+00
1.495390781563126492e-01 3.463203174000773377e+00
1.498196392785571263e-01 2.225336399694095135e+00
1.501002004008016311e-01 2.999685607356733730e+00
1.503807615230461081e-01 2.916549856875112035e+00
1.506613226452905852e-01 2.263484134079734478e+00
1.509418837675350900e-01 2.765241712400078988e+00
1.512224448897795670e-01 2.789833272075062265e+00
1.515030060120240718e-01 2.344946588476190641e+00
1.517835671342685488e-01 2.686939058813284209e+00
1.520641282565130536e-01 2.309349491466458737e+00
1.523446893787575307e-01 2.026812374076430778e+00
1.526252505010020077e-01 2.764169032844788099e+00
1.529058116232465125e-01 2.852481292577937921e+00
1.531863727454909896e-01 4.701389960204078733e+00
1.534669338677354944e-01 3.126329595057140143e+00
1.537474949899799714e-01 3.888150875782346638e+00
1.540280561122244762e-01 3.483143552406870125e+00
1.543086172344689533e-01 3.095786918763693052e+00
1.545891783567134303e-01 3.015509055547862971e+00
1.548697394789579351e-01 2.742810823474187476e+00
1.551503006012024122e-01 3.948143456947418972e+00
1.554308617234469170e-01 3.465695159642962597e+00
1.557114228456913940e-01 2.888077143057091067e+00
1.559919839679358988e-01 3.284223246907493898e+00
1.562725450901803759e-01 2.010193533818542821e+00
1.565531062124248529e-01 4.959885808245600991e+00
