lambda suscetibilidade
0.000000000000000000e+00 1.854193769126813773e+00
2.525252525252525467e-03 1.917371415831017112e+00
5.050505050505050934e-03 1.927062408907745716e+00
7.575757575757575968e-03 2.009224800566904889e+00
1.010101010101010187e-02 2.086991235888294494e+00
1.262626262626262777e-02 2.122238952565930425e+00
1.515151515151515194e-02 2.088237571173163332e+00
1.767676767676767957e-02 2.205596443975964327e+00
2.020202020202020374e-02 2.323363230511740873e+00
2.272727272727272790e-02 2.221012530500594551e+00
2.525252525252525554e-02 2.116178882402356631e+00
2.777777777777777971e-02 2.132930135939810512e+00
3.030303030303030387e-02 2.241349450798571397e+00
3.282828282828283151e-02 2.249407440688827364e+00
3.535353535353535914e-02 2.280310759605109983e+00
3.787878787878787984e-02 2.224497529988568090e+00
4.040404040404040747e-02 2.176330661544073841e+00
4.292929292929293511e-02 2.120347735501554087e+00
4.545454545454545581e-02 2.124370333477292760e+00
4.797979797979798344e-02 2.092210508983268102e+00
5.050505050505051108e-02 2.049660477904772460e+00
5.303030303030303177e-02 2.180710921287827286e+00
5.555555555555555941e-02 2.008269752578528689e+00
5.808080808080808705e-02 2.235150075949189574e+00
6.060606060606060774e-02 1.922455100198139810e+00
6.313131313131313538e-02 2.057923983764984754e+00
6.565656565656566301e-02 2.391385038377821015e+00
6.818181818181819065e-02 2.301079590367075767e+00
7.070707070707071829e-02 2.328237049856276553e+00
7.323232323232323204e-02 2.114857877211413939e+00
7.575757575757575968e-02 3.589888836380505488e+00
7.828282828282828731e-02 2.430221266098481436e+00
8.080808080808081495e-02 3.391909966638551488e+00
8.333333333333334259e-02 3.397630726532187673e+00
8.585858585858587022e-02 3.491502690451842916e+00
8.838383838383839786e-02 4.193361669546921355e+00
9.090909090909091161e-02 4.613447612913525120e+00
9.343434343434343925e-02 3.880912761834185432e+00
9.595959595959596689e-02 6.328358099875280196e+00
9.848484848484849452e-02 8.077202540574480949e+00
1.010101010101010222e-01 9.972806322090008280e+00
1.035353535353535498e-01 5.687524399868895131e+00
1.060606060606060635e-01 7.085357037658318369e+00
1.085858585858585912e-01 7.877754325498100840e+00
1.111111111111111188e-01 7.803662523209300872e+00
1.136363636363636465e-01 7.952325012731473741e+00
1.161616161616161741e-01 6.997644043377265533e+00
1.186868686868687017e-01 7.202034833256047541e+00
1.212121212121212155e-01 1.007798745885146552e+01
1.237373737373737431e-01 7.047431901987330605e+00
1.262626262626262708e-01 6.462308381565891935e+00
1.287878787878788123e-01 6.972806585257544043e+00
1.313131313131313260e-01 6.758212190687451937e+00
1.338383838383838398e-01 5.620293836810220434e+00
1.363636363636363813e-01 4.966016849733500216e+00
1.388888888888888951e-01 5.818984133254202717e+00
1.414141414141414366e-01 5.838346266341044810e+00
1.439393939393939503e-01 4.310508446146961603e+00
1.464646464646464641e-01 4.539878668577916443e+00
1.489898989898990056e-01 3.275412723302291162e+00
1.515151515151515194e-01 3.748548614777195365e+00
1.540404040404040609e-01 2.941155787478501704e+00
1.565656565656565746e-01 3.098950632065689437e+00
1.590909090909091161e-01 2.696736827849301577e+00
1.616161616161616299e-01 2.700560727198564326e+00
1.641414141414141437e-01 3.079322566278781981e+00
1.666666666666666852e-01 2.383828382275609226e+00
1.691919191919191989e-01 2.631080799674039739e+00
1.717171717171717404e-01 2.363090235544043516e+00
1.742424242424242542e-01 2.411787442723047903e+00
1.767676767676767957e-01 2.387889887860337179e+00
1.792929292929293095e-01 2.003248418034270895e+00
1.818181818181818232e-01 2.052226497813872452e+00
1.843434343434343647e-01 1.988971828416118415e+00
1.868686868686868785e-01 1.961410884032640300e+00
1.893939393939394200e-01 2.192249925813377409e+00
1.919191919191919338e-01 1.880321130366255700e+00
1.944444444444444475e-01 1.678199332036848679e+00
1.969696969696969890e-01 1.633491069040574173e+00
1.994949494949495028e-01 1.752742443159662100e+00
2.020202020202020443e-01 1.738340075200775159e+00
2.045454545454545581e-01 1.671325417937918223e+00
2.070707070707070996e-01 1.458470668708575779e+00
2.095959595959596133e-01 1.452976203954927215e+00
2.121212121212121271e-01 1.517696382140462097e+00
2.146464646464646686e-01 1.300800703109141088e+00
2.171717171717171824e-01 1.349462814039847025e+00
2.196969696969697239e-01 1.465916800659332608e+00
2.222222222222222376e-01 1.366045988563406643e+00
2.247474747474747792e-01 1.307899484399159817e+00
2.272727272727272929e-01 1.282602524016590584e+00
2.297979797979798067e-01 1.453762702059727907e+00
2.323232323232323482e-01 1.143318163627075501e+00
2.348484848484848619e-01 1.275266140638728229e+00
2.373737373737374035e-01 1.251315914203048552e+00
2.398989898989899172e-01 1.180575936463223785e+00
2.424242424242424310e-01 1.168049254399110115e+00
2.449494949494949725e-01 1.102394656036915110e+00
2.474747474747474862e-01 1.134633442842793105e+00
2.500000000000000000e-01 1.129974311769031958e+00
