lambda suscetibilidade
1.400000000000000133e-01 2.302379334826429425e+00
1.402805611222444904e-01 2.428593460104418345e+00
1.405611222444889952e-01 2.252994831614262061e+00
1.408416833667334722e-01 2.138705916288160314e+00
1.411222444889779770e-01 2.296125635657118469e+00
1.414028056112224541e-01 2.460149499444172605e+00
1.416833667334669589e-01 2.147923195336559843e+00
1.419639278557114359e-01 1.995215751565574847e+00
1.422444889779559130e-01 2.049374568290442955e+00
1.425250501002004178e-01 2.891133141777300075e+00
1.428056112224448948e-01 2.697949886478451909e+00
1.430861723446893996e-01 2.348980383590253407e+00
1.433667334669338767e-01 2.659719496465625888e+00
1.436472945891783815e-01 2.661336210909694522e+00
1.439278557114228585e-01 2.547579564333490865e+00
1.442084168336673355e-01 2.822773576215852120e+00
1.444889779559118403e-01 2.510847374091356610e+00
1.447695390781563174e-01 2.868956770074138518e+00
1.450501002004008222e-01 2.642046828125803604e+00
1.453306613226452992e-01 2.157802785232842080e+00
1.456112224448898040e-01 2.391814186927622821e+00
1.458917835671342811e-01 3.361559180402910574e+00
1.461723446893787859e-01 2.396072575894673484e+00
1.464529058116232629e-01 3.320034820744955706e+00
1.467334669338677400e-01 2.396506280705218206e+00
1.470140280561122448e-01 2.383032151890095207e+00
1.472945891783567218e-01 2.627393081924356277e+00
1.475751503006012266e-01 2.482395771751082947e+00
1.478557114228457037e-01 2.629437446294540681e+00
1.481362725450902085e-01 2.081923667485692242e+00
1.484168336673346855e-01 3.326549311169476386e+00
1.486973947895791626e-01 2.746941309337155968e+00
1.489779559118236674e-01 2.211481624880698771e+00
1.492585170340681444e-01 3.582265395140693975e+00
1.495390781563126492e-01 3.453506917384352892e+00
1.498196392785571263e-01 3.072931281643340284e+00
1.501002004008016311e-01 3.959012484079957428e+00
1.503807615230461081e-01 1.968418096039577403e+00
1.506613226452905852e-01 2.657659034652142260e+00
1.509418837675350900e-01 2.550631342147992253e+00
1.512224448897795670e-01 2.769459775953417413e+00
1.515030060120240718e-01 2.798392960261166795e+00
1.517835671342685488e-01 2.187882012968764833e+00
1.520641282565130536e-01 3.137979490783898484e+00
1.523446893787575307e-01 3.007411279918260405e+00
1.526252505010020077e-01 3.275694735372154831e+00
1.529058116232465125e-01 2.044661887039631143e+00
1.531863727454909896e-01 2.872320009480327396e+00
1.534669338677354944e-01 2.150516071864980283e+00
1.537474949899799714e-01 3.090860246923234467e+00
1.540280561122244762e-01 2.424254712702302861e+00
1.543086172344689533e-01 3.062463798244739799e+00
1.545891783567134303e-01 2.189726192699903873e+00
1.548697394789579351e-01 2.532429351146624708e+00
1.551503006012024122e-01 2.381521776402502510e+00
1.554308617234469170e-01 3.499457870338272159e+00
1.557114228456913940e-01 3.183425965743795771e+00
1.559919839679358988e-01 2.318025555120464265e+00
1.562725450901803759e-01 4.932354300538594138e+00
1.565531062124248529e-01 3.951770195876123992e+00
1.568336673346693577e-01 2.794877419876998559e+00
1.571142284569138348e-01 2.798507153090369126e+00
1.573947895791583396e-01 3.272619693006956432e+00
1.576753507014028166e-01 2.993867252606014606e+00
1.579559118236473214e-01 3.510968204111838187e+00
1.582364729458917985e-01 2.136567146948124218e+00
1.585170340681362755e-01 2.707333608791876234e+00
1.587975951903807803e-01 2.924648143160595737e+00
1.590781563126252574e-01 3.939178305199515506e+00
1.593587174348697622e-01 2.660258403516286840e+00
1.596392785571142392e-01 2.737705317058825916e+00
1.599198396793587440e-01 4.240777226382331122e+00
1.602004008016032210e-01 3.013766964672190962e+00
1.604809619238476981e-01 3.304810069970358199e+00
1.607615230460922029e-01 3.879192528416427699e+00
1.610420841683366799e-01 4.349019598090785976e+00
1.613226452905811847e-01 2.255140918142204409e+00
1.616032064128256618e-01 2.747221493461200925e+00
1.618837675350701666e-01 2.757761431765569871e+00
1.621643286573146436e-01 2.419835481682496070e+00
1.624448897795591207e-01 2.383356602404223867e+00
1.627254509018036255e-01 2.525285013837476278e+00
1.630060120240481025e-01 3.124805006626412585e+00
1.632865731462926073e-01 3.368265028423692797e+00
1.635671342685370844e-01 2.700565224078194326e+00
1.638476953907815892e-01 2.896019257360396448e+00
1.641282565130260662e-01 2.824206437910826484e+00
1.644088176352705433e-01 4.007119114443193020e+00
1.646893787575150481e-01 2.371229735953555018e+00
1.649699398797595251e-01 2.587191103312695972e+00
1.652505010020040299e-01 3.423416374982030774e+00
1.655310621242485070e-01 3.629523807667763613e+00
1.658116232464930118e-01 3.061270605621445373e+00
1.660921843687374888e-01 3.393839653538479162e+00
1.663727454909819936e-01 5.733789551940601470e+00
1.666533066132264707e-01 5.529164934837353940e+00
1.669338677354709755e-01 3.879182400587936286e+00
1.672144288577154525e-01 5.819197551922615119e+00
1.674949899799599295e-01 4.601829161039609595e+00
1.677755511022044344e-01 4.294465029871725292e+00
1.680561122244489114e-01 4.814107382121727063e+00
1.683366733466934162e-01 6.137843395455254480e+00
1.686172344689378932e-01 7.694831037842986277e+00
1.688977955911823980e-01 4.736642316621016313e+00
1.691783567134268751e-01 6.194898328294142331e+00
1.694589178356713521e-01 4.497664675582129234e+00
1.697394789579158569e-01 5.947598708588435201e+00
1.700200400801603340e-01 4.917722179913485370e+00
1.703006012024048388e-01 5.632656593333664752e+00
1.705811623246493158e-01 4.501294541455460596e+00
1.708617234468938206e-01 5.284022871581919745e+00
1.711422845691382977e-01 4.869152307196051410e+00
1.714228456913827747e-01 6.604218202643415303e+00
1.717034068136272795e-01 3.977240910279733033e+00
1.719839679358717566e-01 4.318933556188908618e+00
1.722645290581162614e-01 4.400283823087026036e+00
1.725450901803607384e-01 5.325635930341714896e+00
1.728256513026052432e-01 4.572987592026416692e+00
1.731062124248497203e-01 3.180826293680477868e+00
1.733867735470941973e-01 4.714998577761162935e+00
1.736673346693387021e-01 4.592470832907015854e+00
1.739478957915831792e-01 4.652268430694686430e+00
1.742284569138276840e-01 2.808369962018880006e+00
1.745090180360721610e-01 3.170998747905570347e+00
1.747895791583166658e-01 4.124159716561564437e+00
1.750701402805611429e-01 3.793191102579696938e+00
1.753507014028056199e-01 6.174430622042948791e+00
1.756312625250501247e-01 3.699123455421008178e+00
1.759118236472946017e-01 5.804887445547226577e+00
1.761923847695391065e-01 5.915169356901251341e+00
1.764729458917835836e-01 4.377059808722787437e+00
1.767535070140280884e-01 4.526257391420577925e+00
1.770340681362725654e-01 5.086767097693934758e+00
1.773146292585170425e-01 3.755048343071197170e+00
1.775951903807615473e-01 7.411405466806302300e+00
1.778757515030060243e-01 7.275951098513944615e+00
1.781563126252505291e-01 3.825527430269271445e+00
1.784368737474950062e-01 6.665441696426715801e+00
1.787174348697395110e-01 8.647986578058263873e+00
1.789979959919839880e-01 6.548908820595407576e+00
1.792785571142284651e-01 3.568664384511090137e+00
1.795591182364729699e-01 3.700692465574264567e+00
1.798396793587174469e-01 4.188978773081673879e+00
1.801202404809619517e-01 5.198081722835322438e+00
1.804008016032064288e-01 5.810358243304448500e+00
1.806813627254509336e-01 7.456097887694024706e+00
1.809619238476954106e-01 1.139105298787552023e+01
1.812424849699398877e-01 6.358726053823873237e+00
1.815230460921843925e-01 5.554099656244828154e+00
1.818036072144288695e-01 4.742161409039118425e+00
1.820841683366733743e-01 4.880009231775205514e+00
1.823647294589178514e-01 7.207056823496323261e+00
1.826452905811623562e-01 6.918055726788786330e+00
1.829258517034068332e-01 4.865777656346370605e+00
1.832064128256513102e-01 6.255294800342043438e+00
1.834869739478958151e-01 4.549179300921286639e+00
1.837675350701402921e-01 6.617210821737419479e+00
1.840480961923847969e-01 5.538088472128150030e+00
1.843286573146292739e-01 5.604401462977730120e+00
1.846092184368737787e-01 5.580662406401216025e+00
1.848897795591182558e-01 6.863974761175112960e+00
1.851703406813627328e-01 4.468949150122122127e+00
1.854509018036072376e-01 6.598341065960963370e+00
1.857314629258517147e-01 7.008253552350081961e+00
1.860120240480962195e-01 5.688823075385747607e+00
1.862925851703406965e-01 5.424327771107628315e+00
1.865731462925852013e-01 5.904804944399942634e+00
1.868537074148296784e-01 6.260116078972935760e+00
