lambda suscetibilidade
1.400000000000000133e-01 1.930471110398117585e+00
1.402805611222444904e-01 2.125183085606877409e+00
1.405611222444889952e-01 2.311479538755138563e+00
1.408416833667334722e-01 2.356114171269208413e+00
1.411222444889779770e-01 2.090044534191518366e+00
1.414028056112224541e-01 2.433577745658703773e+00
1.416833667334669589e-01 2.381178244708018532e+00
1.419639278557114359e-01 2.530772696035310965e+00
1.422444889779559130e-01 2.572787907148048170e+00
1.425250501002004178e-01 2.143511846102204910e+00
1.428056112224448948e-01 2.645991362868003183e+00
1.430861723446893996e-01 2.829599382070955293e+00
1.433667334669338767e-01 2.927138545286719129e+00
1.436472945891783815e-01 2.795280102783547882e+00
1.439278557114228585e-01 2.456050045316152453e+00
1.442084168336673355e-01 3.133557703709582754e+00
1.444889779559118403e-01 2.446323725358737988e+00
1.447695390781563174e-01 2.328922910821434655e+00
1.450501002004008222e-01 3.344687494357157842e+00
1.453306613226452992e-01 3.406980607120186910e+00
1.456112224448898040e-01 2.481914472099867819e+00
1.458917835671342811e-01 2.699868321785577674e+00
1.461723446893787859e-01 3.159970871020173711e+00
1.464529058116232629e-01 2.491467825291338478e+00
1.467334669338677400e-01 2.148498684743473053e+00
1.470140280561122448e-01 2.190586978629565973e+00
1.472945891783567218e-01 2.104743453515301344e+00
1.475751503006012266e-01 2.226895294587560858e+00
1.478557114228457037e-01 2.356349969163503033e+00
1.481362725450902085e-01 2.036030806977933594e+00
1.484168336673346855e-01 2.663268701527192306e+00
1.486973947895791626e-01 2.320310393097569257e+00
1.489779559118236674e-01 2.387916686281906120e+00
1.492585170340681444e-01 2.358628559141546344e+00
1.495390781563126492e-01 2.407544810138737557e+00
1.498196392785571263e-01 2.410784638793974199e+00
1.501002004008016311e-01 2.982015495469911848e+00
1.503807615230461081e-01 2.883443605726189407e+00
1.506613226452905852e-01 2.320680523036380283e+00
1.509418837675350900e-01 3.279311486066599723e+00
1.512224448897795670e-01 2.789859040102797838e+00
1.515030060120240718e-01 3.088872416530737741e+00
1.517835671342685488e-01 2.511167513904899451e+00
1.520641282565130536e-01 2.605538601650268848e+00
1.523446893787575307e-01 2.972860442248979940e+00
1.526252505010020077e-01 2.659081689095305734e+00
1.529058116232465125e-01 2.418519208048117708e+00
1.531863727454909896e-01 2.592486432339236480e+00
1.534669338677354944e-01 2.635732372450171113e+00
1.537474949899799714e-01 3.927455280874862620e+00
1.540280561122244762e-01 2.568943770940718352e+00
1.543086172344689533e-01 6.629488350471346436e+00
1.545891783567134303e-01 3.882038584614728727e+00
1.548697394789579351e-01 3.577787965626009203e+00
1.551503006012024122e-01 4.249301779058183293e+00
1.554308617234469170e-01 3.151450405524737430e+00
1.557114228456913940e-01 2.423350181513267643e+00
1.559919839679358988e-01 3.309449420191108437e+00
1.562725450901803759e-01 2.390902438970956556e+00
1.565531062124248529e-01 2.451197644051752444e+00
1.568336673346693577e-01 2.820829362881049018e+00
1.571142284569138348e-01 4.107090584165150382e+00
1.573947895791583396e-01 2.828770532745438882e+00
1.576753507014028166e-01 2.942050371548247334e+00
1.579559118236473214e-01 2.499385010007543872e+00
1.582364729458917985e-01 2.251469710693377646e+00
1.585170340681362755e-01 2.920775307152951417e+00
1.587975951903807803e-01 2.374727487039542506e+00
1.590781563126252574e-01 2.592688999775827341e+00
1.593587174348697622e-01 2.450200795815075772e+00
1.596392785571142392e-01 2.707941645306915834e+00
1.599198396793587440e-01 3.205587558759450673e+00
1.602004008016032210e-01 6.407903121543782277e+00
1.604809619238476981e-01 5.337639767828986415e+00
1.607615230460922029e-01 2.849991758943516196e+00
1.610420841683366799e-01 5.881573851887324622e+00
1.613226452905811847e-01 7.760615002901334769e+00
1.616032064128256618e-01 8.416195932715949013e+00
1.618837675350701666e-01 4.791360298945838814e+00
1.621643286573146436e-01 6.076644106974341319e+00
1.624448897795591207e-01 6.485841155413072379e+00
1.627254509018036255e-01 4.961541309748855433e+00
1.630060120240481025e-01 5.666296444659131737e+00
1.632865731462926073e-01 9.468999239731045847e+00
1.635671342685370844e-01 7.271985366188067346e+00
1.638476953907815892e-01 6.558823534374381481e+00
1.641282565130260662e-01 4.977331021957035695e+00
1.644088176352705433e-01 7.385123942725921431e+00
1.646893787575150481e-01 4.213878038110667745e+00
1.649699398797595251e-01 6.160678813641013107e+00
1.652505010020040299e-01 3.828725061956958609e+00
1.655310621242485070e-01 3.379168007132935525e+00
1.658116232464930118e-01 4.581934858765206897e+00
1.660921843687374888e-01 7.236205339235859846e+00
1.663727454909819936e-01 5.030558730629890007e+00
1.666533066132264707e-01 3.833965153580521701e+00
1.669338677354709755e-01 3.722170461792444929e+00
1.672144288577154525e-01 3.873648062224287258e+00
1.674949899799599295e-01 2.909149641095931216e+00
1.677755511022044344e-01 3.186843369428808970e+00
1.680561122244489114e-01 4.535361953051491923e+00
1.683366733466934162e-01 3.640150839322833676e+00
1.686172344689378932e-01 3.846434119286723963e+00
1.688977955911823980e-01 3.813525323511912202e+00
1.691783567134268751e-01 4.185596031304005038e+00
1.694589178356713521e-01 4.568591276971154969e+00
1.697394789579158569e-01 3.802286189342761968e+00
1.700200400801603340e-01 3.965895315364181162e+00
1.703006012024048388e-01 4.475263230307189311e+00
1.705811623246493158e-01 3.216939882995208944e+00
1.708617234468938206e-01 4.468697973222306885e+00
1.711422845691382977e-01 3.663336072516699016e+00
1.714228456913827747e-01 3.656666061120499744e+00
1.717034068136272795e-01 2.634334040992193149e+00
1.719839679358717566e-01 3.832233052788070360e+00
1.722645290581162614e-01 3.665297795680876991e+00
1.725450901803607384e-01 3.593023300543784160e+00
1.728256513026052432e-01 3.682039338711503351e+00
1.731062124248497203e-01 4.149862197223253446e+00
1.733867735470941973e-01 2.437808951495807008e+00
1.736673346693387021e-01 3.103365034096765118e+00
1.739478957915831792e-01 3.421315281052205837e+00
1.742284569138276840e-01 3.196482082372837485e+00
1.745090180360721610e-01 3.807189585957190037e+00
1.747895791583166658e-01 3.497870122195844367e+00
1.750701402805611429e-01 3.007681596377421496e+00
1.753507014028056199e-01 3.421547281822411968e+00
1.756312625250501247e-01 3.945436634741152471e+00
1.759118236472946017e-01 4.418181369151632509e+00
1.761923847695391065e-01 4.782843856948319150e+00
1.764729458917835836e-01 3.337289536641557142e+00
1.767535070140280884e-01 4.671136289595024138e+00
1.770340681362725654e-01 3.266447656610356631e+00
1.773146292585170425e-01 3.217579596962269584e+00
1.775951903807615473e-01 3.447232994309717302e+00
1.778757515030060243e-01 3.424083586597452822e+00
1.781563126252505291e-01 3.700932731312018387e+00
1.784368737474950062e-01 4.951674346027547635e+00
1.787174348697395110e-01 5.653979687048244607e+00
1.789979959919839880e-01 3.433255880068393662e+00
1.792785571142284651e-01 4.484745668310671896e+00
1.795591182364729699e-01 6.344926285444731029e+00
1.798396793587174469e-01 4.861877908862069830e+00
1.801202404809619517e-01 4.553292469355675109e+00
1.804008016032064288e-01 4.365140145538221716e+00
1.806813627254509336e-01 5.298112557403439560e+00
1.809619238476954106e-01 4.031095488348842792e+00
1.812424849699398877e-01 4.866209726625153387e+00
1.815230460921843925e-01 5.339629887377392414e+00
1.818036072144288695e-01 3.872880599163115445e+00
1.820841683366733743e-01 5.742087548841415590e+00
1.823647294589178514e-01 4.962006262964053782e+00
1.826452905811623562e-01 4.251946192083177145e+00
1.829258517034068332e-01 5.262293295089672363e+00
1.832064128256513102e-01 4.695952192083457710e+00
1.834869739478958151e-01 6.550498765174671334e+00
1.837675350701402921e-01 7.311119763047202014e+00
1.840480961923847969e-01 5.571649986885155670e+00
1.843286573146292739e-01 8.719385313044744734e+00
1.846092184368737787e-01 1.088576082541024270e+01
1.848897795591182558e-01 4.819246879872033595e+00
1.851703406813627328e-01 6.332442313940181755e+00
1.854509018036072376e-01 6.824018194649013047e+00
1.857314629258517147e-01 4.883404982080246981e+00
1.860120240480962195e-01 7.408068783068783247e+00
1.862925851703406965e-01 5.404152837051417357e+00
1.865731462925852013e-01 4.541265642860675023e+00
1.868537074148296784e-01 4.752979899495659133e+00
1.871342685370741554e-01 4.476138368955195013e+00
1.874148296593186602e-01 3.833323701780604331e+00
1.876953907815631650e-01 4.414737887371596337e+00
1.879759519038076421e-01 7.256305864616616752e+00
1.882565130260521191e-01 5.031448035703139254e+00
1.885370741482966239e-01 5.383493290779633789e+00
1.888176352705411010e-01 5.588927253635908698e+00
1.890981963927855780e-01 7.906916671953271525e+00
1.893787575150300828e-01 4.808789353438618797e+00
1.896593186372745876e-01 7.510845720259710312e+00
1.899398797595190647e-01 6.035432049242408503e+00
1.902204408817635417e-01 7.477751120775684157e+00
1.905010020040080465e-01 5.745429110979531906e+00
1.907815631262525236e-01 7.654659446118118993e+00
1.910621242484970006e-01 9.056137093839190300e+00
1.913426853707415054e-01 1.095909114231094783e+01
1.916232464929860102e-01 7.813582844092251456e+00
1.919038076152304872e-01 1.018131636901182091e+01
1.921843687374749643e-01 7.979822125117873810e+00
1.924649298597194691e-01 6.796864198294223058e+00
1.927454909819639461e-01 8.795907127553100224e+00
1.930260521042084232e-01 9.822532814643874843e+00
1.933066132264529280e-01 6.903888513383520831e+00
1.935871743486974328e-01 6.511489257002036624e+00
1.938677354709419098e-01 6.399831234875786201e+00
1.941482965931863869e-01 1.198292726265879260e+01
1.944288577154308917e-01 1.329666960554877164e+01
1.947094188376753687e-01 9.799104052332383574e+00
1.949899799599198458e-01 9.858563747292112822e+00
1.952705410821643506e-01 5.314119885947707012e+00
1.955511022044088554e-01 1.023749170906827644e+01
1.958316633266533324e-01 8.107743628891059373e+00
1.961122244488978095e-01 5.393137859452388660e+00
1.963927855711423143e-01 8.425336261006346916e+00
1.966733466933867913e-01 9.235510764876032397e+00
1.969539078156312684e-01 9.136011381434155254e+00
1.972344689378757732e-01 5.384761465695661720e+00
1.975150300601202780e-01 1.327072422333007040e+01
1.977955911823647550e-01 6.917800502838261423e+00
1.980761523046092321e-01 9.602074461381032933e+00
1.983567134268537369e-01 7.849647156216364330e+00
1.986372745490982139e-01 9.766173233245396545e+00
1.989178356713427187e-01 1.054148760474067181e+01
1.991983967935871958e-01 7.829753635297105774e+00
1.994789579158317006e-01 1.264755497381818294e+01
1.997595190380761776e-01 1.726872860705999813e+01
2.000400801603206546e-01 8.909947576962576221e+00
2.003206412825651594e-01 1.343524415593451415e+01
2.006012024048096365e-01 1.360349422981317780e+01
2.008817635270541413e-01 8.713211468619229905e+00
2.011623246492986183e-01 9.723738224321500923e+00
2.014428857715431231e-01 1.252470852857169170e+01
2.017234468937876002e-01 1.026992866783642633e+01
2.020040080160320772e-01 1.128518129698944961e+01
2.022845691382765820e-01 1.139423911693123159e+01
2.025651302605210868e-01 8.591598297501789716e+00
2.028456913827655361e-01 1.083786253470745642e+01
2.031262525050100409e-01 8.525468398524726155e+00
2.034068136272545457e-01 1.484185924753338703e+01
2.036873747494990228e-01 8.153094719623577902e+00
2.039679358717434998e-01 1.006955957670959911e+01
2.042484969939880046e-01 9.622510471333756144e+00
2.045290581162325094e-01 9.065708710277164073e+00
2.048096192384769587e-01 1.338792717441221392e+01
2.050901803607214635e-01 1.369176787083092428e+01
2.053707414829659683e-01 1.280524966307651802e+01
2.056513026052104454e-01 9.577418246288930348e+00
2.059318637274549224e-01 1.022386737922868427e+01
2.062124248496994272e-01 9.050294260812094649e+00
2.064929859719439320e-01 1.208213698331004515e+01
2.067735470941883813e-01 1.175925291087158975e+01
2.070541082164328861e-01 1.316566069761706537e+01
2.073346693386773909e-01 1.241625966640356893e+01
2.076152304609218679e-01 9.701822173296344332e+00
2.078957915831663450e-01 1.520909857778049101e+01
2.081763527054108498e-01 1.020176808823041092e+01
2.084569138276553546e-01 1.168761593413485045e+01
2.087374749498998316e-01 1.032609860811749414e+01
2.090180360721443087e-01 1.142370043308366689e+01
2.092985971943888135e-01 1.343033755397289397e+01
2.095791583166332905e-01 1.025186692868218863e+01
2.098597194388777676e-01 9.562476371569921696e+00
2.101402805611222724e-01 8.188114595145332686e+00
2.104208416833667772e-01 1.663333432074613683e+01
2.107014028056112542e-01 8.236195176521587058e+00
2.109819639278557313e-01 1.001331121807503166e+01
2.112625250501002361e-01 1.306333066836156398e+01
2.115430861723447131e-01 1.333429390665548553e+01
2.118236472945891902e-01 1.096652668323387303e+01
2.121042084168336950e-01 1.538562971348529196e+01
2.123847695390781998e-01 9.912036462023339212e+00
2.126653306613226768e-01 1.037092967963894097e+01
2.129458917835671539e-01 1.344747791853867724e+01
2.132264529058116587e-01 1.080277729717999513e+01
2.135070140280561357e-01 1.258798450426684745e+01
2.137875751503006128e-01 1.970153108712931456e+01
2.140681362725451176e-01 1.073577096821784060e+01
2.143486973947896224e-01 7.664758268440674982e+00
2.146292585170340994e-01 1.162486050250901926e+01
2.149098196392785765e-01 1.266509937701926525e+01
2.151903807615230813e-01 7.262327519079650351e+00
2.154709418837675583e-01 1.423425887107089061e+01
2.157515030060120353e-01 1.405070592683300745e+01
2.160320641282565401e-01 1.156238409358450703e+01
2.163126252505010449e-01 9.432185429690415290e+00
2.165931863727455220e-01 8.656774210091946031e+00
2.168737474949899990e-01 1.063125554932808470e+01
2.171543086172345038e-01 1.588047430007523175e+01
2.174348697394789809e-01 9.153552031073393991e+00
2.177154308617234579e-01 9.900565863939547739e+00
2.179959919839679627e-01 9.445545480061957377e+00
2.182765531062124675e-01 1.393470954762793923e+01
2.185571142284569446e-01 1.234189520028834153e+01
2.188376753507014216e-01 8.481372046800043307e+00
2.191182364729459264e-01 1.045888108090742641e+01
2.193987975951904035e-01 9.883759402298927910e+00
2.196793587174348805e-01 9.544170909546274117e+00
2.199599198396793853e-01 1.067182999634576746e+01
2.202404809619238901e-01 8.707642329340215426e+00
2.205210420841683672e-01 1.068846809776671236e+01
2.208016032064128442e-01 8.839988501268843279e+00
2.210821643286573490e-01 9.911833212109570468e+00
2.213627254509018261e-01 9.487660045747698945e+00
2.216432865731463031e-01 9.073485428991112656e+00
2.219238476953908079e-01 9.163389941073495137e+00
2.222044088176353127e-01 7.450546831837913331e+00
2.224849699398797898e-01 7.625692980514819475e+00
2.227655310621242668e-01 7.860294980180072777e+00
2.230460921843687716e-01 9.633147037841741422e+00
2.233266533066132487e-01 6.356913195901971569e+00
2.236072144288577257e-01 1.031336116286091276e+01
2.238877755511022305e-01 7.794661168800593565e+00
2.241683366733467353e-01 7.617347159503507825e+00
2.244488977955912123e-01 6.166719339562203750e+00
2.247294589178356894e-01 7.147111333903483299e+00
2.250100200400801942e-01 7.409710556198581877e+00
2.252905811623246712e-01 7.198478974778597994e+00
2.255711422845691483e-01 6.687077107578177859e+00
2.258517034068136531e-01 6.850152473372068229e+00
2.261322645290581579e-01 1.008746984090875287e+01
2.264128256513026349e-01 8.579263853923372096e+00
2.266933867735471120e-01 6.985226824764990461e+00
2.269739478957916168e-01 6.998164382653753179e+00
2.272545090180360938e-01 1.005816800877606099e+01
2.275350701402805709e-01 6.931875141509025617e+00
2.278156312625250757e-01 7.968369988205192378e+00
2.280961923847695805e-01 8.534966591626663046e+00
