lambda suscetibilidade
1.400000000000000133e-01 1.932178295132382040e+00
1.402805611222444904e-01 2.102463105357757378e+00
1.405611222444889952e-01 2.213008559945004894e+00
1.408416833667334722e-01 2.439413680397577000e+00
1.411222444889779770e-01 2.297894804358705301e+00
1.414028056112224541e-01 1.831229787862443281e+00
1.416833667334669589e-01 2.286831791640434819e+00
1.419639278557114359e-01 2.843797525074249766e+00
1.422444889779559130e-01 2.612382774053715551e+00
1.425250501002004178e-01 2.277559750009232165e+00
1.428056112224448948e-01 2.106559611710040247e+00
1.430861723446893996e-01 2.708366422832497289e+00
1.433667334669338767e-01 3.182107758646740781e+00
1.436472945891783815e-01 2.970690336152334243e+00
1.439278557114228585e-01 1.966648297031251991e+00
1.442084168336673355e-01 2.464161174994626613e+00
1.444889779559118403e-01 3.338940430749457011e+00
1.447695390781563174e-01 2.830661802624634849e+00
1.450501002004008222e-01 2.469347986858321242e+00
1.453306613226452992e-01 2.359149361938013278e+00
1.456112224448898040e-01 2.924629842634162369e+00
1.458917835671342811e-01 2.766127053697696514e+00
1.461723446893787859e-01 2.982278551600312522e+00
1.464529058116232629e-01 3.097328538541158860e+00
1.467334669338677400e-01 2.660418102318911959e+00
1.470140280561122448e-01 3.302222558019680232e+00
1.472945891783567218e-01 3.196435605857463891e+00
1.475751503006012266e-01 2.901407334177680930e+00
1.478557114228457037e-01 3.815942767092836529e+00
1.481362725450902085e-01 2.531867591836729048e+00
1.484168336673346855e-01 2.557041431792375974e+00
1.486973947895791626e-01 2.752215547233493265e+00
1.489779559118236674e-01 2.360630791100613024e+00
1.492585170340681444e-01 2.422552311899591082e+00
1.495390781563126492e-01 3.336125164449455838e+00
1.498196392785571263e-01 2.650473403055181532e+00
1.501002004008016311e-01 3.145187243431505575e+00
1.503807615230461081e-01 3.358074891669399875e+00
1.506613226452905852e-01 2.937549539207630733e+00
1.509418837675350900e-01 2.965360774711578884e+00
1.512224448897795670e-01 2.477954488675214062e+00
1.515030060120240718e-01 3.821231584839672735e+00
1.517835671342685488e-01 3.374594536528397359e+00
1.520641282565130536e-01 2.904764385297845308e+00
1.523446893787575307e-01 3.175169633610808173e+00
1.526252505010020077e-01 2.659415539198655587e+00
1.529058116232465125e-01 3.629206684796459470e+00
1.531863727454909896e-01 2.693207781938091294e+00
1.534669338677354944e-01 2.814167938104977562e+00
1.537474949899799714e-01 2.706883439682868264e+00
1.540280561122244762e-01 2.856011604438826623e+00
1.543086172344689533e-01 2.740672296830692023e+00
1.545891783567134303e-01 2.258073860614441042e+00
1.548697394789579351e-01 2.738853352187387014e+00
1.551503006012024122e-01 2.517069567824385956e+00
1.554308617234469170e-01 3.353195501486085028e+00
1.557114228456913940e-01 2.755432652687990647e+00
1.559919839679358988e-01 3.140249289610002936e+00
1.562725450901803759e-01 2.168144402981345475e+00
1.565531062124248529e-01 2.320923735688429357e+00
1.568336673346693577e-01 2.888437673817209284e+00
1.571142284569138348e-01 2.497804284814375553e+00
1.573947895791583396e-01 2.391242737013827391e+00
1.576753507014028166e-01 2.613416448674136472e+00
1.579559118236473214e-01 5.027325728228314361e+00
1.582364729458917985e-01 3.829851798706152888e+00
1.585170340681362755e-01 4.721341432514413405e+00
1.587975951903807803e-01 5.398520467771599662e+00
1.590781563126252574e-01 5.066554894716563062e+00
1.593587174348697622e-01 4.652921293611225195e+00
1.596392785571142392e-01 5.148613412337022410e+00
1.599198396793587440e-01 3.747250006095327102e+00
1.602004008016032210e-01 6.226008071002762101e+00
1.604809619238476981e-01 4.267150866143915700e+00
1.607615230460922029e-01 4.000162632230951587e+00
1.610420841683366799e-01 2.949406391517433335e+00
1.613226452905811847e-01 4.031803743304740451e+00
1.616032064128256618e-01 3.715014883284839531e+00
1.618837675350701666e-01 3.906514863004852511e+00
1.621643286573146436e-01 2.803792344088669619e+00
1.624448897795591207e-01 3.129150383914264033e+00
1.627254509018036255e-01 3.141468450488139386e+00
1.630060120240481025e-01 3.872791628190417779e+00
1.632865731462926073e-01 4.921129436504714683e+00
1.635671342685370844e-01 3.186991357460494001e+00
1.638476953907815892e-01 2.613069925340699040e+00
1.641282565130260662e-01 2.786977381279038823e+00
1.644088176352705433e-01 3.057380353550114727e+00
1.646893787575150481e-01 3.518250620672215945e+00
1.649699398797595251e-01 2.907007969037262995e+00
1.652505010020040299e-01 3.812520898114586387e+00
1.655310621242485070e-01 5.336613941998828992e+00
1.658116232464930118e-01 3.072897556550648002e+00
1.660921843687374888e-01 2.861818462593944457e+00
1.663727454909819936e-01 3.084485454448768760e+00
1.666533066132264707e-01 2.417350393375655493e+00
1.669338677354709755e-01 3.291195809577782683e+00
1.672144288577154525e-01 3.719830470244584575e+00
1.674949899799599295e-01 3.496301113384885806e+00
1.677755511022044344e-01 3.649073433294361291e+00
1.680561122244489114e-01 2.619094629096378579e+00
1.683366733466934162e-01 4.762298204884870323e+00
1.686172344689378932e-01 3.789325654914180941e+00
1.688977955911823980e-01 6.982915380211818679e+00
1.691783567134268751e-01 4.111846415486032136e+00
1.694589178356713521e-01 5.263251502000301230e+00
1.697394789579158569e-01 4.861892884065345477e+00
1.700200400801603340e-01 4.651560391724844479e+00
1.703006012024048388e-01 3.770252036566327014e+00
1.705811623246493158e-01 4.182039762385224790e+00
1.708617234468938206e-01 4.411677507811591070e+00
1.711422845691382977e-01 6.803515740738800943e+00
1.714228456913827747e-01 5.601291990831893663e+00
1.717034068136272795e-01 5.396061409129046638e+00
1.719839679358717566e-01 4.758263231791774572e+00
1.722645290581162614e-01 5.675716667226213374e+00
1.725450901803607384e-01 5.207021799582337351e+00
1.728256513026052432e-01 4.044120972650829593e+00
1.731062124248497203e-01 7.397577312122830762e+00
1.733867735470941973e-01 3.772098460399495590e+00
1.736673346693387021e-01 3.801969253512762936e+00
1.739478957915831792e-01 4.046136901566613986e+00
1.742284569138276840e-01 4.037083896287164464e+00
1.745090180360721610e-01 4.070276346547363922e+00
1.747895791583166658e-01 3.620081608074500856e+00
1.750701402805611429e-01 4.607939687722019784e+00
1.753507014028056199e-01 3.832512407161648316e+00
1.756312625250501247e-01 7.384603094987458149e+00
1.759118236472946017e-01 4.665723404464016788e+00
1.761923847695391065e-01 3.642473170219992618e+00
1.764729458917835836e-01 7.347404906626402443e+00
1.767535070140280884e-01 4.810137875131994534e+00
1.770340681362725654e-01 5.925326997490508951e+00
1.773146292585170425e-01 5.078507081650844412e+00
1.775951903807615473e-01 6.580815523082327090e+00
1.778757515030060243e-01 5.969905716451467725e+00
1.781563126252505291e-01 4.886560371066562602e+00
1.784368737474950062e-01 5.460062157610235722e+00
1.787174348697395110e-01 6.026664547354091184e+00
1.789979959919839880e-01 5.149237191156443849e+00
1.792785571142284651e-01 5.448842011712923039e+00
1.795591182364729699e-01 4.401559052837172636e+00
1.798396793587174469e-01 4.209131137283536717e+00
1.801202404809619517e-01 5.600736856405113429e+00
1.804008016032064288e-01 6.346452780914189518e+00
1.806813627254509336e-01 3.806422246603743176e+00
1.809619238476954106e-01 4.889966338641800192e+00
1.812424849699398877e-01 5.673146907587203636e+00
1.815230460921843925e-01 5.276858343230551363e+00
1.818036072144288695e-01 6.856548590952997735e+00
1.820841683366733743e-01 6.676481736032473968e+00
1.823647294589178514e-01 6.380003511023725871e+00
1.826452905811623562e-01 8.805924741127183708e+00
1.829258517034068332e-01 4.188722541487092776e+00
1.832064128256513102e-01 7.455304030002344540e+00
1.834869739478958151e-01 5.053386166312784589e+00
1.837675350701402921e-01 8.497706751649110046e+00
1.840480961923847969e-01 6.917805355989454341e+00
1.843286573146292739e-01 7.253418537687378098e+00
1.846092184368737787e-01 7.070846224673239533e+00
1.848897795591182558e-01 5.151214686733309733e+00
1.851703406813627328e-01 1.040106064901686622e+01
1.854509018036072376e-01 5.636202179223671394e+00
1.857314629258517147e-01 9.010861404064748115e+00
1.860120240480962195e-01 1.144300721469967108e+01
1.862925851703406965e-01 6.422672424236642641e+00
1.865731462925852013e-01 5.124282318436532258e+00
1.868537074148296784e-01 5.418351821525475565e+00
1.871342685370741554e-01 7.621163085998921005e+00
1.874148296593186602e-01 6.678112336639474123e+00
1.876953907815631650e-01 7.262051039468429892e+00
1.879759519038076421e-01 6.457132984898827921e+00
1.882565130260521191e-01 4.784965040546683923e+00
1.885370741482966239e-01 6.016992930825630914e+00
1.888176352705411010e-01 8.550309064668004666e+00
1.890981963927855780e-01 1.152050928935513596e+01
1.893787575150300828e-01 5.656125853655014524e+00
1.896593186372745876e-01 6.346548505529334250e+00
1.899398797595190647e-01 6.958638782632257325e+00
1.902204408817635417e-01 8.368679733609946325e+00
1.905010020040080465e-01 6.467891617371308577e+00
1.907815631262525236e-01 7.874831741524605633e+00
1.910621242484970006e-01 7.266157653293277008e+00
1.913426853707415054e-01 8.040701626518032441e+00
1.916232464929860102e-01 8.470693598234186439e+00
1.919038076152304872e-01 1.199838719249727603e+01
1.921843687374749643e-01 7.199699168476089817e+00
1.924649298597194691e-01 9.994167811141771551e+00
