lambda suscetibilidade
1.000000000000000021e-03 1.864401273885349930e+00
1.599198396793587162e-03 1.932470481380563099e+00
2.198396793587174304e-03 1.966207983199324438e+00
2.797595190380761446e-03 1.960344418807718592e+00
3.396793587174348587e-03 2.042488593096780658e+00
3.995991983967935729e-03 2.080279086335430794e+00
4.595190380761522871e-03 2.158601611966930456e+00
5.194388777555110012e-03 2.160821458284533758e+00
5.793587174348697154e-03 2.181605099342556642e+00
6.392785571142284295e-03 2.123897825320133936e+00
6.991983967935871437e-03 2.157471207028789362e+00
7.591182364729458579e-03 2.206413257166399688e+00
8.190380761523046588e-03 2.232678812621642361e+00
8.789579158316632862e-03 2.301499435275775163e+00
9.388777555110219136e-03 2.364665429001749253e+00
9.987975951903808880e-03 2.415772462831285772e+00
1.058717434869739515e-02 2.366445672158790092e+00
1.118637274549098143e-02 2.335666633887778953e+00
1.178557114228456770e-02 2.449695191355186541e+00
1.238476953907815745e-02 2.478596278444807233e+00
1.298396793587174372e-02 2.458763684805596927e+00
1.358316633266533000e-02 2.447391000427553642e+00
1.418236472945891627e-02 2.570492692248102617e+00
1.478156312625250601e-02 2.503893009366902955e+00
1.538076152304609229e-02 2.482636169478326771e+00
1.597995991983967856e-02 2.648347528128840001e+00
1.657915831663326484e-02 2.830464156957495092e+00
1.717835671342685458e-02 2.510378410193077503e+00
1.777755511022044085e-02 2.568483622926872822e+00
1.837675350701402713e-02 2.730931702705896136e+00
1.897595190380761687e-02 2.581204137403018795e+00
1.957515030060120315e-02 2.705945760635675157e+00
2.017434869739478942e-02 2.532082028401045903e+00
2.077354709418837569e-02 2.608204096803689698e+00
2.137274549098196197e-02 2.703832172366865016e+00
2.197194388777555171e-02 2.501645875108689410e+00
2.257114228456913799e-02 2.553858426265399828e+00
2.317034068136272426e-02 2.327160329852579590e+00
2.376953907815631400e-02 2.392693584191061262e+00
2.436873747494990028e-02 2.298749102648259157e+00
2.496793587174348655e-02 2.267896539817540358e+00
2.556713426853707283e-02 2.436311177676718120e+00
2.616633266533065910e-02 2.261666642498241231e+00
2.676553106212424885e-02 2.184568370453363606e+00
2.736472945891783512e-02 1.901569359943496407e+00
2.796392785571142139e-02 1.819823132114264608e+00
2.856312625250501114e-02 1.764140852047377361e+00
2.916232464929859741e-02 1.798224494584109934e+00
2.976152304609218369e-02 1.671447784148311078e+00
3.036072144288576996e-02 1.782773453361688576e+00
3.095991983967935623e-02 2.011304235406536467e+00
3.155911823647294251e-02 1.647618504425823582e+00
3.215831663326652878e-02 1.575150517139288109e+00
3.275751503006012200e-02 1.836128053072924038e+00
3.335671342685370827e-02 1.793413308838162523e+00
3.395591182364729455e-02 1.649724172169650283e+00
3.455511022044088082e-02 1.578713175770403154e+00
3.515430861723446709e-02 2.239553315631411134e+00
3.575350701402805337e-02 2.046588538857122774e+00
3.635270541082163964e-02 1.842903232588895879e+00
3.695190380761523286e-02 1.816823359668042093e+00
3.755110220440881913e-02 1.412253031177535201e+00
3.815030060120240540e-02 1.289639318341482266e+00
3.874949899799599168e-02 1.455451713395638391e+00
3.934869739478957795e-02 1.143531119415567066e+00
3.994789579158316423e-02 1.517730301123578318e+00
4.054709418837675050e-02 1.330289316790732812e+00
4.114629258517033678e-02 1.343187649217831181e+00
4.174549098196392305e-02 1.298129789777121346e+00
4.234468937875751626e-02 1.668130068385922371e+00
4.294388777555110254e-02 1.606446495990282441e+00
4.354308617234468881e-02 1.902761862415041305e+00
4.414228456913827509e-02 1.642319846509790571e+00
4.474148296593186136e-02 1.391727276783722100e+00
4.534068136272544763e-02 1.754517838100027038e+00
4.593987975951903391e-02 1.551429916519132979e+00
4.653907815631262712e-02 1.758962091709046049e+00
4.713827655310621340e-02 1.392876451110884650e+00
4.773747494989979967e-02 2.027852902878992225e+00
4.833667334669338594e-02 1.492240814558428497e+00
4.893587174348697222e-02 1.492892631225737565e+00
4.953507014028055849e-02 1.551687074715614623e+00
5.013426853707414477e-02 1.881941056400856738e+00
5.073346693386773104e-02 1.625340906982353895e+00
5.133266533066131732e-02 1.642955088012965081e+00
5.193186372745491053e-02 1.720610374051765534e+00
5.253106212424849680e-02 1.702497152675622072e+00
5.313026052104208308e-02 1.625302927555660304e+00
5.372945891783566935e-02 1.892054479753195961e+00
5.432865731462925563e-02 1.622386693418071513e+00
5.492785571142284190e-02 2.080799618419804098e+00
5.552705410821642817e-02 1.725589426053822040e+00
5.612625250501002139e-02 1.786120762369062032e+00
5.672545090180360766e-02 1.984379953763661275e+00
5.732464929859719394e-02 1.949097498035916365e+00
5.792384769539078021e-02 1.642075828406617477e+00
5.852304609218436648e-02 1.968717847176265634e+00
5.912224448897795276e-02 1.616009427140888688e+00
5.972144288577153903e-02 1.802185494987796233e+00
6.032064128256512531e-02 2.030601803612094081e+00
6.091983967935871158e-02 2.200148016890097757e+00
6.151903807615230479e-02 2.056462208087307175e+00
6.211823647294589107e-02 2.088910559520125609e+00
6.271743486973947734e-02 2.622034323898529973e+00
6.331663326653305668e-02 2.370966267884567102e+00
6.391583166332664989e-02 2.177983592189688178e+00
6.451503006012024311e-02 2.270060426841791656e+00
6.511422845691382244e-02 2.428655685004802667e+00
6.571342685370741565e-02 2.253724431743007184e+00
6.631262525050099499e-02 2.581572395897540950e+00
6.691182364729458820e-02 2.852902929538635224e+00
6.751102204408816754e-02 2.444737996313040451e+00
6.811022044088176075e-02 3.507161153431195721e+00
6.870941883767535396e-02 4.945910475633692904e+00
6.930861723446893330e-02 3.054071838936639693e+00
6.990781563126252651e-02 3.340436061645568167e+00
7.050701402805610585e-02 3.561351776675164338e+00
7.110621242484969906e-02 3.521984827309204480e+00
7.170541082164327840e-02 3.260327083736974885e+00
7.230460921843687161e-02 3.057653171811751225e+00
7.290380761523046482e-02 3.449410657890227938e+00
7.350300601202404416e-02 4.555819379614727715e+00
