lambda suscetibilidade
1.400000000000000133e-01 1.833590266082674614e+00
1.402805611222444904e-01 2.050131987639155717e+00
1.405611222444889952e-01 2.604555157366879481e+00
1.408416833667334722e-01 2.214460326031083337e+00
1.411222444889779770e-01 2.607163241323415814e+00
1.414028056112224541e-01 2.147131975276079352e+00
1.416833667334669589e-01 2.456495543271494331e+00
1.419639278557114359e-01 2.113961586661667447e+00
1.422444889779559130e-01 2.094419901023121255e+00
1.425250501002004178e-01 3.022163574743374603e+00
1.428056112224448948e-01 2.796114509412890303e+00
1.430861723446893996e-01 2.664612982081717263e+00
1.433667334669338767e-01 2.750443997949165720e+00
1.436472945891783815e-01 2.738685090355216456e+00
1.439278557114228585e-01 2.646394257715641185e+00
1.442084168336673355e-01 2.235839826262915331e+00
1.444889779559118403e-01 2.422616459070559447e+00
1.447695390781563174e-01 3.015291182493300415e+00
1.450501002004008222e-01 2.867046552379466817e+00
1.453306613226452992e-01 2.902356999785455915e+00
1.456112224448898040e-01 2.874783866805830979e+00
1.458917835671342811e-01 2.878365683357152260e+00
1.461723446893787859e-01 3.257676205798430313e+00
1.464529058116232629e-01 3.357826985113469664e+00
1.467334669338677400e-01 2.866752803339374545e+00
1.470140280561122448e-01 2.950423740534191541e+00
1.472945891783567218e-01 3.008468636137870966e+00
1.475751503006012266e-01 3.155356275147997547e+00
1.478557114228457037e-01 3.165745423486779675e+00
1.481362725450902085e-01 3.061024605986904401e+00
1.484168336673346855e-01 3.522689360172910789e+00
1.486973947895791626e-01 2.883967373985781180e+00
1.489779559118236674e-01 2.882040878367798431e+00
1.492585170340681444e-01 4.772136775358636562e+00
1.495390781563126492e-01 3.079403986384717573e+00
1.498196392785571263e-01 3.007995541869521006e+00
1.501002004008016311e-01 2.678408103786357852e+00
1.503807615230461081e-01 2.589455303572088862e+00
1.506613226452905852e-01 2.696673425390521572e+00
1.509418837675350900e-01 2.174500416383791102e+00
1.512224448897795670e-01 3.569205668948356891e+00
1.515030060120240718e-01 2.668564287340493557e+00
1.517835671342685488e-01 2.453226635712395964e+00
1.520641282565130536e-01 2.442710329687380888e+00
1.523446893787575307e-01 3.517084723026176363e+00
1.526252505010020077e-01 3.160580684146340857e+00
1.529058116232465125e-01 3.288829362797831557e+00
1.531863727454909896e-01 2.423310389510433538e+00
1.534669338677354944e-01 1.878809615413638445e+00
1.537474949899799714e-01 2.523979805433900214e+00
1.540280561122244762e-01 3.155169188302222150e+00
1.543086172344689533e-01 3.090584703537037736e+00
1.545891783567134303e-01 3.321760368480970893e+00
1.548697394789579351e-01 3.478907117294151252e+00
1.551503006012024122e-01 2.746655769999291952e+00
1.554308617234469170e-01 3.423092614923697319e+00
1.557114228456913940e-01 3.250673659746866395e+00
1.559919839679358988e-01 3.141188006894262141e+00
1.562725450901803759e-01 3.271037228904780214e+00
1.565531062124248529e-01 3.864748606234970740e+00
1.568336673346693577e-01 4.495314628420834069e+00
1.571142284569138348e-01 3.103648578394722968e+00
1.573947895791583396e-01 3.215397868077346732e+00
1.576753507014028166e-01 4.675400529878927181e+00
1.579559118236473214e-01 3.293874610517110835e+00
1.582364729458917985e-01 4.243795958190974993e+00
1.585170340681362755e-01 3.007727247844985463e+00
1.587975951903807803e-01 3.559658708478750100e+00
1.590781563126252574e-01 4.236018907776156972e+00
1.593587174348697622e-01 3.871914277018489781e+00
1.596392785571142392e-01 2.590232705602576235e+00
1.599198396793587440e-01 3.499269497506614979e+00
1.602004008016032210e-01 3.796274424435278849e+00
1.604809619238476981e-01 3.810265220883751969e+00
1.607615230460922029e-01 2.934427311576243813e+00
1.610420841683366799e-01 4.488473634801998458e+00
1.613226452905811847e-01 3.846714643067902006e+00
1.616032064128256618e-01 4.729409259785240849e+00
1.618837675350701666e-01 2.420799467863827825e+00
1.621643286573146436e-01 3.310150194994385675e+00
1.624448897795591207e-01 2.969265992767735618e+00
1.627254509018036255e-01 4.456443080167076687e+00
1.630060120240481025e-01 5.137883272372802956e+00
1.632865731462926073e-01 3.177464532191331514e+00
1.635671342685370844e-01 5.151351772508252935e+00
1.638476953907815892e-01 3.973667939859297338e+00
1.641282565130260662e-01 3.005035978023836485e+00
1.644088176352705433e-01 4.663257467362527997e+00
1.646893787575150481e-01 3.814183589756692250e+00
1.649699398797595251e-01 3.600344657871042742e+00
1.652505010020040299e-01 4.007037923427470005e+00
1.655310621242485070e-01 4.313336492107354481e+00
1.658116232464930118e-01 3.511434293936577244e+00
1.660921843687374888e-01 3.863702328370918870e+00
1.663727454909819936e-01 8.089722557405604420e+00
1.666533066132264707e-01 4.965103082017984448e+00
1.669338677354709755e-01 4.241986531132235783e+00
1.672144288577154525e-01 3.880511779128137828e+00
1.674949899799599295e-01 5.246387915969493498e+00
1.677755511022044344e-01 4.048215752739853457e+00
1.680561122244489114e-01 3.428387408988496254e+00
1.683366733466934162e-01 3.692273242824754220e+00
1.686172344689378932e-01 3.617955434119160429e+00
1.688977955911823980e-01 5.116209355270936676e+00
1.691783567134268751e-01 4.133558287006044552e+00
1.694589178356713521e-01 3.451909245507045032e+00
1.697394789579158569e-01 3.696626050154131704e+00
1.700200400801603340e-01 4.961789393460793285e+00
1.703006012024048388e-01 4.130117355315133132e+00
1.705811623246493158e-01 3.382266066678031979e+00
1.708617234468938206e-01 4.837489746096148124e+00
1.711422845691382977e-01 5.089513044284823096e+00
1.714228456913827747e-01 3.612193245147257148e+00
1.717034068136272795e-01 5.169227039611781649e+00
1.719839679358717566e-01 5.627618997100026554e+00
1.722645290581162614e-01 4.963660720532219628e+00
1.725450901803607384e-01 2.823720909849941396e+00
1.728256513026052432e-01 4.049991141896960301e+00
1.731062124248497203e-01 3.224869299031155379e+00
1.733867735470941973e-01 4.100950278130068405e+00
1.736673346693387021e-01 4.317859071434160256e+00
1.739478957915831792e-01 4.203229300444312422e+00
1.742284569138276840e-01 4.758608209917042586e+00
1.745090180360721610e-01 4.869581915974885433e+00
1.747895791583166658e-01 4.764206666674835056e+00
1.750701402805611429e-01 4.316682331767395020e+00
1.753507014028056199e-01 5.894679767527488679e+00
1.756312625250501247e-01 7.540300420386491176e+00
1.759118236472946017e-01 6.905945397447315059e+00
1.761923847695391065e-01 5.087485810885364224e+00
1.764729458917835836e-01 4.528949711242757914e+00
1.767535070140280884e-01 6.196161469908815889e+00
1.770340681362725654e-01 4.860804567881485738e+00
1.773146292585170425e-01 4.762963668971283759e+00
1.775951903807615473e-01 4.311155695943230448e+00
1.778757515030060243e-01 5.933802133864421791e+00
1.781563126252505291e-01 5.595532895368569015e+00
1.784368737474950062e-01 8.358080855474410598e+00
1.787174348697395110e-01 3.752431849657878793e+00
1.789979959919839880e-01 3.791673593718606572e+00
1.792785571142284651e-01 5.093331445674465385e+00
1.795591182364729699e-01 4.595313680062506734e+00
1.798396793587174469e-01 7.002307420262748217e+00
1.801202404809619517e-01 4.079681742403229450e+00
1.804008016032064288e-01 5.296596428052704475e+00
1.806813627254509336e-01 5.418469228891703793e+00
1.809619238476954106e-01 7.410907958041457633e+00
