lambda suscetibilidade
1.400000000000000133e-01 2.400132501619115288e+00
1.402805611222444904e-01 1.931624925765299317e+00
1.405611222444889952e-01 2.189514215287467813e+00
1.408416833667334722e-01 1.852241613908758744e+00
1.411222444889779770e-01 2.460843475924739732e+00
1.414028056112224541e-01 2.242888473122158999e+00
1.416833667334669589e-01 2.279292484180023948e+00
1.419639278557114359e-01 2.088775754464594847e+00
1.422444889779559130e-01 2.218668182700072489e+00
1.425250501002004178e-01 2.778078446431739845e+00
1.428056112224448948e-01 2.491004611906215693e+00
1.430861723446893996e-01 2.667493942479064017e+00
1.433667334669338767e-01 2.530785517188240519e+00
1.436472945891783815e-01 2.193545926446293759e+00
1.439278557114228585e-01 2.291669542931817460e+00
1.442084168336673355e-01 2.321618403654586160e+00
1.444889779559118403e-01 3.492095555443876620e+00
1.447695390781563174e-01 2.713260778458453260e+00
1.450501002004008222e-01 3.230182924896595864e+00
1.453306613226452992e-01 2.840677652135014775e+00
1.456112224448898040e-01 2.714036617470985568e+00
1.458917835671342811e-01 3.119559212663564729e+00
1.461723446893787859e-01 2.415874514787028193e+00
1.464529058116232629e-01 2.800043490726146000e+00
1.467334669338677400e-01 2.641546571276163213e+00
1.470140280561122448e-01 2.058098968030404929e+00
1.472945891783567218e-01 2.414718512428311037e+00
1.475751503006012266e-01 4.505441379654752332e+00
1.478557114228457037e-01 2.895306287231536935e+00
1.481362725450902085e-01 2.863485174266076960e+00
1.484168336673346855e-01 3.018002371022698860e+00
1.486973947895791626e-01 2.912317324901203541e+00
1.489779559118236674e-01 2.641429588575780585e+00
1.492585170340681444e-01 2.562706701497796224e+00
1.495390781563126492e-01 2.314850029079417837e+00
1.498196392785571263e-01 2.525383594721957614e+00
1.501002004008016311e-01 2.716973132247051392e+00
1.503807615230461081e-01 3.240061130979665194e+00
1.506613226452905852e-01 2.821324310858879691e+00
1.509418837675350900e-01 4.362060719478224158e+00
1.512224448897795670e-01 2.952570380026714236e+00
1.515030060120240718e-01 4.464192313968340819e+00
1.517835671342685488e-01 3.780558604292858060e+00
1.520641282565130536e-01 3.179115973628661607e+00
1.523446893787575307e-01 2.922992610322845852e+00
1.526252505010020077e-01 2.876105297273851669e+00
1.529058116232465125e-01 3.668272139101537821e+00
1.531863727454909896e-01 2.369805920009216305e+00
