lambda suscetibilidade
1.000000000000000021e-03 1.855471103656456844e+00
6.040404040404040442e-03 1.858457351033127036e+00
1.108080808080808000e-02 1.920661507971963999e+00
1.612121212121212302e-02 1.934621159593255202e+00
2.116161616161616257e-02 1.998103191763669795e+00
2.620202020202020213e-02 2.032282272526575895e+00
3.124242424242424515e-02 2.032150173114334102e+00
3.628282828282828471e-02 1.999464958903769851e+00
4.132323232323232426e-02 2.010561150807025133e+00
4.636363636363636381e-02 2.040665114005520753e+00
5.140404040404040337e-02 2.104278863636901864e+00
5.644444444444444292e-02 2.119821326141586582e+00
6.148484848484848941e-02 2.020777441747615200e+00
6.652525252525252897e-02 2.064206732907145625e+00
7.156565656565656852e-02 2.094714925556719898e+00
7.660606060606060808e-02 2.140397650030836818e+00
8.164646464646464763e-02 2.051725707414922439e+00
8.668686868686868718e-02 2.165555311271665229e+00
9.172727272727272674e-02 1.917648537002723863e+00
9.676767676767676629e-02 2.132900407085323469e+00
1.018080808080808058e-01 2.181642245375775779e+00
1.068484848484848454e-01 2.266220941129966970e+00
1.118888888888888850e-01 3.070354588891476499e+00
1.169292929292929245e-01 2.212993574329938262e+00
1.219696969696969779e-01 2.794471482005059570e+00
1.270101010101010175e-01 3.932089910152733570e+00
1.320505050505050570e-01 4.295430291868258088e+00
1.370909090909090966e-01 3.586317883956452235e+00
1.421313131313131362e-01 5.839962351687922215e+00
1.471717171717171757e-01 6.172496538191218463e+00
1.522121212121212153e-01 8.185844877912183293e+00
1.572525252525252548e-01 9.170889782038122107e+00
1.622929292929292944e-01 8.928335536678510209e+00
1.673333333333333339e-01 1.316969131156596795e+01
1.723737373737373735e-01 1.223519190984395877e+01
1.774141414141414130e-01 1.180474254401544520e+01
1.824545454545454526e-01 1.028001847306540206e+01
1.874949494949494921e-01 9.065970473794921602e+00
1.925353535353535317e-01 5.506331842478510374e+00
1.975757575757575712e-01 4.368088454965841194e+00
2.026161616161616108e-01 4.549300261703080217e+00
2.076565656565656504e-01 3.962825163425623298e+00
2.126969696969696899e-01 3.283589076259797235e+00
2.177373737373737295e-01 3.174525740203235635e+00
2.227777777777777690e-01 3.010835286403375388e+00
2.278181818181818086e-01 2.804942487472137813e+00
2.328585858585858481e-01 2.178143530128354932e+00
2.378989898989898877e-01 1.898426331652554033e+00
2.429393939393939550e-01 2.381673905385452539e+00
2.479797979797979945e-01 2.001099149790794396e+00
2.530202020202020341e-01 2.070991213674184372e+00
2.580606060606060459e-01 2.024328401934061272e+00
2.631010101010101132e-01 1.845094906054555617e+00
2.681414141414141250e-01 1.701511468532825644e+00
2.731818181818181923e-01 1.519715488283879257e+00
2.782222222222222041e-01 1.587432064793020681e+00
2.832626262626262714e-01 1.466763688676884447e+00
2.883030303030302832e-01 1.407465768949299978e+00
2.933434343434343505e-01 1.362084104846732258e+00
2.983838383838383623e-01 1.295707514789829151e+00
3.034242424242424296e-01 1.145275670681199287e+00
3.084646464646464414e-01 1.229653234154401531e+00
3.135050505050505087e-01 1.204731184429141067e+00
3.185454545454545205e-01 1.118470539520944662e+00
3.235858585858585879e-01 1.118441336000022934e+00
3.286262626262626552e-01 1.031339067909417206e+00
3.336666666666666670e-01 1.039940112666894345e+00
3.387070707070707343e-01 1.029087854094900445e+00
3.437474747474747461e-01 1.005473728597508165e+00
3.487878787878788134e-01 9.068579203843497583e-01
3.538282828282828252e-01 8.960735847692624656e-01
3.588686868686868925e-01 9.216997902829822120e-01
3.639090909090909043e-01 8.497589022631070188e-01
3.689494949494949716e-01 8.512067897790537296e-01
3.739898989898989834e-01 8.421024367183524983e-01
3.790303030303030507e-01 7.910340037472255448e-01
3.840707070707070625e-01 7.861934233567561270e-01
3.891111111111111298e-01 7.903188715733390213e-01
3.941515151515151416e-01 8.903055057317609267e-01
3.991919191919192089e-01 7.599936267771364440e-01
4.042323232323232207e-01 7.614277585313741215e-01
4.092727272727272880e-01 7.847748743835056828e-01
4.143131313131312998e-01 7.384572013264733004e-01
4.193535353535353671e-01 6.593194044469972148e-01
4.243939393939393789e-01 6.641525573765807433e-01
4.294343434343434462e-01 6.618304129520136136e-01
4.344747474747474580e-01 6.317613172941267674e-01
4.395151515151515254e-01 6.771647855387549209e-01
4.445555555555555372e-01 6.029702925424272886e-01
4.495959595959596045e-01 6.465028773329953848e-01
4.546363636363636163e-01 6.061755977250474769e-01
4.596767676767676836e-01 6.234108562181770452e-01
4.647171717171716954e-01 6.118543601622388195e-01
4.697575757575757627e-01 5.750747707394986419e-01
4.747979797979797745e-01 5.275977133799881758e-01
4.798383838383838418e-01 5.600664915263433574e-01
4.848787878787879091e-01 5.647344336638735474e-01
4.899191919191919209e-01 5.555820311615353724e-01
4.949595959595959882e-01 5.696497251130536732e-01
5.000000000000000000e-01 5.481799460747998065e-01
